epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,2756.57,0.75966,0.67234,0.00151,0.90683,0.75036,0.84197,0.47084,1.8397,3.16095,0.00454,5.53602e-05,5.53602e-05,5.53602e-05
185,2771.74,0.73666,0.63985,0.00143,0.90918,0.74221,0.8378,0.46808,1.83887,3.21471,0.00453,5.24496e-05,5.24496e-05,5.24496e-05
186,2786.53,0.74683,0.6421,0.00147,0.90629,0.74233,0.84021,0.47082,1.82124,3.24358,0.0045,4.9539e-05,4.9539e-05,4.9539e-05
187,2801.28,0.78461,0.648,0.00163,0.90101,0.74215,0.83633,0.46882,1.83345,3.24435,0.00456,4.66284e-05,4.66284e-05,4.66284e-05
188,2816.14,0.77511,0.64529,0.00154,0.88866,0.74912,0.83725,0.4782,1.79823,3.19753,0.00445,4.37178e-05,4.37178e-05,4.37178e-05
189,2830.86,0.78244,0.68161,0.00154,0.90344,0.73775,0.83606,0.47357,1.8149,3.24999,0.0045,4.08072e-05,4.08072e-05,4.08072e-05
190,2845.61,0.78702,0.68028,0.00158,0.88622,0.75414,0.83696,0.47616,1.80407,3.20775,0.00446,3.78966e-05,3.78966e-05,3.78966e-05
191,2864.64,0.76651,0.65744,0.00145,0.91804,0.73025,0.83858,0.47252,1.83118,3.24439,0.00456,3.4986e-05,3.4986e-05,3.4986e-05
192,2879.31,0.76734,0.65917,0.00148,0.89177,0.74998,0.83848,0.47411,1.82729,3.17292,0.00456,3.20754e-05,3.20754e-05,3.20754e-05
193,2894.21,0.7462,0.64642,0.00143,0.89326,0.74933,0.83986,0.47049,1.84279,3.19067,0.00461,2.91648e-05,2.91648e-05,2.91648e-05
194,2908.95,0.77945,0.62647,0.00147,0.88645,0.75186,0.84046,0.47749,1.8158,3.14419,0.00454,2.62542e-05,2.62542e-05,2.62542e-05
195,2923.7,0.75433,0.61952,0.00139,0.91005,0.73102,0.83881,0.47241,1.8317,3.14187,0.00459,2.33436e-05,2.33436e-05,2.33436e-05
196,2938.43,0.76905,0.62676,0.00146,0.88719,0.75029,0.84146,0.47666,1.81823,3.17955,0.00452,2.0433e-05,2.0433e-05,2.0433e-05
197,2953.24,0.76253,0.65788,0.00141,0.90946,0.73097,0.83824,0.47321,1.82767,3.16799,0.00454,1.75224e-05,1.75224e-05,1.75224e-05
198,2968.09,0.76196,0.63787,0.00144,0.88938,0.74671,0.83779,0.47442,1.81989,3.1439,0.00452,1.46118e-05,1.46118e-05,1.46118e-05
199,2983,0.72719,0.63065,0.00139,0.88791,0.74886,0.83857,0.47203,1.83645,3.18072,0.00457,1.17012e-05,1.17012e-05,1.17012e-05
200,2997.85,0.77063,0.65756,0.0015,0.89152,0.74518,0.83858,0.47357,1.83129,3.17364,0.00455,8.7906e-06,8.7906e-06,8.7906e-06
